#>P	ENSDARG00000020028	ENSDART00000004742	ENSDARP00000013089	9	40079621	40189071	1	carbamoyl-phosphate synthase 1, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-081105-17]
#>E	ENSDARE00000952314,ENSDARE00000442765,ENSDARE00000442763,ENSDARE00000442761,ENSDARE00000442760,ENSDARE00000442757,ENSDARE00000442756,ENSDARE00000554146,ENSDARE00000288711,ENSDARE00000356278,ENSDARE00000351581,ENSDARE00000442752,ENSDARE00000442749,ENSDARE00000442747,ENSDARE00000442744,ENSDARE00000442741,ENSDARE00000100872,ENSDARE00000272033,ENSDARE00000362881,ENSDARE00000358141,ENSDARE00000353393,ENSDARE00000361047,ENSDARE00000267140,ENSDARE00000268807,ENSDARE00000442733,ENSDARE00000251960,ENSDARE00000278869,ENSDARE00000286733,ENSDARE00000315584,ENSDARE00000323688,ENSDARE00000442234,ENSDARE00000317692,ENSDARE00000314036,ENSDARE00000321419,ENSDARE00000329480,ENSDARE00000325087,ENSDARE00000319988,ENSDARE00000553714	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	40079621-40079713,40082004-40082113,40082453-40082597,40083704-40083793,40083875-40083931,40084010-40084102,40084189-40084278,40085337-40085465,40086084-40086190,40086364-40086505,40088216-40088293,40088488-40088586,40088685-40088780,40093317-40093506,40096854-40097011,40097174-40097302,40099094-40099238,40100574-40100784,40102616-40102814,40104477-40104653,40108230-40108348,40112137-40112278,40113661-40113726,40116394-40116457,40116604-40116785,40135992-40136186,40145115-40145182,40150310-40150385,40152180-40152257,40156044-40156151,40158911-40159000,40159270-40159440,40174691-40174765,40175337-40175435,40183548-40183607,40183735-40183847,40188798-40188927,40189002-40189074
9	40096940	40102670	1	CbamoylP_synth_lsu-like_ATP-bd	274.8	40096940-40097011,40097174-40097302,40099094-40099238,40100574-40100784,40102616-40102670	PF02786	http://pfam.sanger.ac.uk/family?acc=PF02786
9	40136115	40159383	1	CbamoylP_synth_lsu-like_ATP-bd	101.5	40136115-40136186,40145115-40145182,40150310-40150385,40152180-40152257,40156044-40156151,40158911-40159000,40159270-40159383	PF02786	http://pfam.sanger.ac.uk/family?acc=PF02786
9	40082010	40084030	1	CarbamoylP_synth_ssu_N	161.7	40082010-40082113,40082453-40082597,40083704-40083793,40083875-40083931,40084010-40084030	PF00988	http://pfam.sanger.ac.uk/family?acc=PF00988
9	40084231	40088511	1	GATASE	141.2	40084231-40084278,40085337-40085465,40086084-40086190,40086364-40086505,40088216-40088293,40088488-40088511	PF00117	http://pfam.sanger.ac.uk/family?acc=PF00117
9	40104603	40113717	1	CarbamoylP_synth_lsu_oligo	132.1	40104603-40104653,40108230-40108348,40112137-40112278,40113661-40113717	PF02787	http://pfam.sanger.ac.uk/family?acc=PF02787
9	40088685	40096927	1	CarbamoylP_synth_lsu_N	53.1	40088685-40088780,40093317-40093506,40096854-40096927	PF00289	http://pfam.sanger.ac.uk/family?acc=PF00289
9	40116424	40136099	1	CarbamoylP_synth_lsu_N	70.7	40116424-40116457,40116604-40116785,40135992-40136099	PF00289	http://pfam.sanger.ac.uk/family?acc=PF00289
9	40183566	40188918	1	MGS-like_dom	77.0	40183566-40183607,40183735-40183847,40188798-40188918	PF02142	http://pfam.sanger.ac.uk/family?acc=PF02142
9	40096979	40100683	1	ATP-grasp_carboxylate-amine	25.3	40096979-40097011,40097174-40097302,40099094-40099238,40100574-40100683	PF02222	http://pfam.sanger.ac.uk/family?acc=PF02222
9	40136139	40159290	1	ATP-grasp_carboxylate-amine	34.2	40136139-40136186,40145115-40145182,40150310-40150385,40152180-40152257,40156044-40156151,40158911-40159000,40159270-40159290	PF02222	http://pfam.sanger.ac.uk/family?acc=PF02222
9	40097186	40100740	1	Dala_Dala_lig_C	26.1	40097186-40097302,40099094-40099238,40100574-40100740	PF07478	http://pfam.sanger.ac.uk/family?acc=PF07478
9	40136142	40159284	1	Dala_Dala_lig_C	26.4	40136142-40136186,40145115-40145182,40150310-40150385,40152180-40152257,40156044-40156151,40158911-40159000,40159270-40159284	PF07478	http://pfam.sanger.ac.uk/family?acc=PF07478
