13	12402424	12409270	GPCR_Rhodpsn_7TM	38.085	+	12402424	12409270	83,88,95	5	172,99,153,168,162	0,1696,1904,5011,6684	PS50262	http://www.expasy.ch/prosite/PS50262
13	12402427	12409270	GPCR_Rhodpsn	157.5	+	12402427	12409270	83,88,95	5	169,99,153,168,162	0,1693,1901,5008,6681	PF00001	http://pfam.sanger.ac.uk/family?acc=PF00001
13	12402409	12409394	7TM_GPCR_olfarory/Srsx	38.0	+	12402409	12409394	83,88,95	6	187,99,153,168,178,25	0,1711,1919,5026,6699,6960	PF10320	http://pfam.sanger.ac.uk/family?acc=PF10320
13	12397383	12397427	Peropsin	535.0	+	12397383	12397427	83,88,95	1	44	0	PR01244	http://www.bioinf.manchester.ac.uk/cgi-bin/dbbrowser/sprint/searchprintss.cgi?prints_accn=PR01244&display_opts=Prints&category=None&queryform=false&regexpr=off&prints_accn=PR01244
13	12402436	12402471	Peropsin	380.0	+	12402436	12402471	83,88,95	1	35	0	PR01244	http://www.bioinf.manchester.ac.uk/cgi-bin/dbbrowser/sprint/searchprintss.cgi?prints_accn=PR01244&display_opts=Prints&category=None&queryform=false&regexpr=off&prints_accn=PR01244
13	12402508	12402555	Peropsin	710.0	+	12402508	12402555	83,88,95	1	47	0	PR01244	http://www.bioinf.manchester.ac.uk/cgi-bin/dbbrowser/sprint/searchprintss.cgi?prints_accn=PR01244&display_opts=Prints&category=None&queryform=false&regexpr=off&prints_accn=PR01244
13	12402556	12402591	Peropsin	625.0	+	12402556	12402591	83,88,95	1	35	0	PR01244	http://www.bioinf.manchester.ac.uk/cgi-bin/dbbrowser/sprint/searchprintss.cgi?prints_accn=PR01244&display_opts=Prints&category=None&queryform=false&regexpr=off&prints_accn=PR01244
13	12404124	12404174	Peropsin	770.0	+	12404124	12404174	83,88,95	1	50	0	PR01244	http://www.bioinf.manchester.ac.uk/cgi-bin/dbbrowser/sprint/searchprintss.cgi?prints_accn=PR01244&display_opts=Prints&category=None&queryform=false&regexpr=off&prints_accn=PR01244
13	12404199	12404354	Peropsin	555.0	+	12404199	12404354	83,88,95	2	20,26	0,129	PR01244	http://www.bioinf.manchester.ac.uk/cgi-bin/dbbrowser/sprint/searchprintss.cgi?prints_accn=PR01244&display_opts=Prints&category=None&queryform=false&regexpr=off&prints_accn=PR01244
13	12407440	12407484	Peropsin	635.0	+	12407440	12407484	83,88,95	1	44	0	PR01244	http://www.bioinf.manchester.ac.uk/cgi-bin/dbbrowser/sprint/searchprintss.cgi?prints_accn=PR01244&display_opts=Prints&category=None&queryform=false&regexpr=off&prints_accn=PR01244
13	12407551	12407595	Peropsin	515.0	+	12407551	12407595	83,88,95	1	44	0	PR01244	http://www.bioinf.manchester.ac.uk/cgi-bin/dbbrowser/sprint/searchprintss.cgi?prints_accn=PR01244&display_opts=Prints&category=None&queryform=false&regexpr=off&prints_accn=PR01244
