8	48242945	48259740	PI3/4_kinase_cat_dom	361.0	-	48242945	48259740	83,88,95	9	16608,-147,-122,-82,-72,-74,-135,-65,16713	0,10224,8780,6096,5907,5758,605,399,82	SM00146	http://smart.embl-heidelberg.de/smart/do_annotation.pl?DOMAIN=SM00146
8	48279373	48326726	PIK-rel_kinase_FAT	415.4	-	48279373	48326726	83,88,95	11	47320,-115,-77,-107,-125,-131,-115,-117,-197,-100,47344	0,45202,38521,35481,28301,26439,17551,9352,7328,6689,9	PF02259	http://pfam.sanger.ac.uk/family?acc=PF02259
8	48243425	48259737	PI3/4_kinase_cat_dom	203.5	-	48243425	48259737	83,88,95	7	16128,-147,-122,-82,-72,-74,16187	0,9744,8300,5616,5427,5278,125	PF00454	http://pfam.sanger.ac.uk/family?acc=PF00454
8	48416240	48431566	DUF3385_TOR	195.2	-	48416240	48431566	83,88,95	4	15237,-129,-250,15285	0,13247,2912,41	PF11865	http://pfam.sanger.ac.uk/family?acc=PF11865
8	48264716	48268205	Rapamycin-bd_dom	143.1	-	48264716	48268205	83,88,95	2	3316,3364	0,125	PF08771	http://pfam.sanger.ac.uk/family?acc=PF08771
8	48232344	48239363	FATC	61.8	-	48232344	48239363	83,88,95	2	6934,7007	0,12	PF02260	http://pfam.sanger.ac.uk/family?acc=PF02260
8	48232344	48259743	PI3/4_kinase_cat_dom	57.678999999999995	-	48232344	48259743	83,88,95	12	27209,-147,-122,-82,-72,-74,-135,-65,-152,-80,-105,27387	0,20825,19381,16697,16508,16359,11206,11000,10683,7201,7039,12	PS50290	http://www.expasy.ch/prosite/PS50290
8	48232344	48239363	FATC	18.48	-	48232344	48239363	83,88,95	2	6934,7007	0,12	PS51190	http://www.expasy.ch/prosite/PS51190
8	48271269	48382668	PIK_FAT	64.73100000000001	-	48271269	48382668	83,88,95	16	111290,-75,-139,-100,-115,-77,-107,-125,-131,-115,-117,-197,-100,-96,-98,111364	0,78300,70683,55524,53306,46625,43585,36405,34543,25655,17456,15432,14793,8113,6391,35	PS51189	http://www.expasy.ch/prosite/PS51189
8	48326712	48459768	ARM-type_fold	0.0	-	48326712	48459768	83,88,95	25	133021,-108,-183,-128,-244,-215,-205,-122,-83,-92,-134,-129,-250,-86,-167,-112,-162,-92,-146,-142,-162,-145,-75,-139,132975	0,131967,129846,127870,124155,121602,119598,116467,113620,110865,104899,102775,92440,89569,85435,74939,71249,68981,64736,60843,58403,55992,22857,15240,81	SSF48371	http://supfam.org/SUPERFAMILY/cgi-bin/scop.cgi?ipid=SSF48371
8	48242933	48264802	Kinase-like_dom	0.0	-	48242933	48264802	83,88,95	11	21774,-174,-207,-147,-122,-82,-72,-74,-135,-65,21775	0,18951,16827,10236,8792,6108,5919,5770,617,411,94	SSF56112	http://supfam.org/SUPERFAMILY/cgi-bin/scop.cgi?ipid=SSF56112
8	48264722	48268193	Rapamycin-bd_dom	0.0	-	48264722	48268193	83,88,95	2	3310,3352	0,119	SSF47212	http://supfam.org/SUPERFAMILY/cgi-bin/scop.cgi?ipid=SSF47212
8	48456398	48471036	ARM-type_fold	0.0	-	48456398	48471036	83,88,95	8	14534,-108,-232,-200,-134,-275,-108,14478	0,12904,10744,8506,8221,3610,2281,160	SSF48371	http://supfam.org/SUPERFAMILY/cgi-bin/scop.cgi?ipid=SSF48371
