7	60986706	61006800	PYR_CT	39.846	-	60986706	61006800	83,88,95	5	19956,-156,-240,-249,20072	0,19484,18577,17539,22	PS50991	http://www.expasy.ch/prosite/PS50991
7	60934787	60934990	Biotin_lipoyl	14.255	-	60934787	60934990	83,88,95	1	203	0	PS50968	http://www.expasy.ch/prosite/PS50968
7	61011962	61214463	Biotin_COase_C	179.2	-	61011962	61214463	83,88,95	3	202439,-182,202424	0,114023,77	SM00878	http://smart.embl-heidelberg.de/smart/do_annotation.pl?DOMAIN=SM00878
7	61214509	61294517	CbamoylP_synth_lsu-like_ATP-bd	255.2	-	61214509	61294517	83,88,95	6	79972,-145,-117,-151,-118,79954	0,66934,64512,62692,42331,54	PF02786	http://pfam.sanger.ac.uk/family?acc=PF02786
7	60940101	60986621	Carboxylase_cons_dom	217.3	-	60940101	60986621	83,88,95	4	46383,-179,-248,46485	0,35644,9388,35	PF02436	http://pfam.sanger.ac.uk/family?acc=PF02436
7	61294533	61296205	CarbamoylP_synth_lsu_N	138.4	-	61294533	61296205	83,88,95	3	1645,-184,1559	0,931,113	PF00289	http://pfam.sanger.ac.uk/family?acc=PF00289
7	61011962	61214463	Biotin_COase_C	110.8	-	61011962	61214463	83,88,95	3	202439,-182,202424	0,114023,77	PF02785	http://pfam.sanger.ac.uk/family?acc=PF02785
7	61004012	61006776	PYR_CT	100.1	-	61004012	61006776	83,88,95	4	2650,-156,-240,2531	0,2178,1271,233	PF00682	http://pfam.sanger.ac.uk/family?acc=PF00682
7	60934787	60934987	Biotin_lipoyl	65.9	-	60934787	60934987	83,88,95	1	200	0	PF00364	http://pfam.sanger.ac.uk/family?acc=PF00364
7	61256763	61281396	Dala_Dala_lig_C	36.3	-	61256763	61281396	83,88,95	4	24535,-117,-151,24556	0,22258,20438,77	PF07478	http://pfam.sanger.ac.uk/family?acc=PF07478
7	61256766	61281411	ATP-grasp_carboxylate-amine	30.7	-	61256766	61281411	83,88,95	4	24532,-117,-151,24571	0,22255,20435,74	PF02222	http://pfam.sanger.ac.uk/family?acc=PF02222
7	61256733	61294517	ATP-grasp_RimK-type	21.6	-	61256733	61294517	83,88,95	5	37748,-145,-117,-151,37677	0,24710,22288,20468,107	PF08443	http://pfam.sanger.ac.uk/family?acc=PF08443
7	61214527	61294502	ATP-grasp	46.318000000000005	-	61214527	61294502	83,88,95	6	79954,-145,-117,-151,-118,79939	0,66916,64494,62674,42313,36	PS50975	http://www.expasy.ch/prosite/PS50975
7	61011950	61296208	Biotin_carboxylation_dom	54.76	-	61011950	61296208	83,88,95	10	284228,-184,-165,-145,-117,-151,-118,-162,-182,284169	0,283514,282696,269493,267071,265251,244890,202613,114035,89	PS50979	http://www.expasy.ch/prosite/PS50979
7	61294521	61296208	PreATP-grasp_dom	0.0	-	61294521	61296208	83,88,95	3	1657,-184,1562	0,943,125	SSF52440	http://supfam.org/SUPERFAMILY/cgi-bin/scop.cgi?ipid=SSF52440
7	61011947	61214478	Rudment_hybrid_motif	0.0	-	61011947	61214478	83,88,95	3	202454,-182,202439	0,114038,92	SSF51246	http://supfam.org/SUPERFAMILY/cgi-bin/scop.cgi?ipid=SSF51246
7	60934784	60940001	Single_hybrid_motif	0.0	-	60934784	60940001	83,88,95	2	5212,4972	0,245	SSF51230	http://supfam.org/SUPERFAMILY/cgi-bin/scop.cgi?ipid=SSF51230
7	60934787	61296199	Pyruv_COase	1838.8	-	60934787	61296199	83,88,95	20	361391,-184,-165,-145,-117,-151,-118,-162,-182,-144,-89,-221,-156,-240,-249,-244,-179,-248,-140,361170	0,360677,359859,346656,344234,342414,322053,279776,191198,77252,76993,72096,71403,70496,69458,51941,40958,14702,5349,242	TIGR01235	http://www.ebi.ac.uk/interpro/signature/TIGR01235
7	60934781	61296223	Pyruv_COase	2814.2	-	60934781	61296223	83,88,95	20	361397,-184,-165,-145,-117,-151,-118,-162,-182,-144,-89,-221,-156,-240,-249,-244,-179,-248,-140,361194	0,360683,359865,346662,344240,342420,322059,279782,191204,77258,76999,72102,71409,70502,69464,51947,40964,14708,5355,248	PIRSF001594	None
