12	19120783	19129885	PI3/4_kinase_cat_dom	62.9	+	19120783	19129885	83,88,95	5	93,184,203,194,50	0,3284,5752,8759,9052	PF00454	http://pfam.sanger.ac.uk/family?acc=PF00454
12	19070886	19100473	PIK-rel_kinase_FAT	213.3	+	19070886	19100473	83,88,95	8	62,191,195,24,273,100,201,8	0,4601,9863,11900,13233,17761,22616,29579	PF02259	http://pfam.sanger.ac.uk/family?acc=PF02259
12	19120780	19130023	PI3/4_kinase_cat_dom	-4.7	+	19120780	19130023	83,88,95	5	96,184,203,194,188	0,3287,5755,8762,9055	SM00146	http://smart.embl-heidelberg.de/smart/do_annotation.pl?DOMAIN=SM00146
12	19067447	19105315	PIK_FAT	45.388000000000005	+	19067447	19105315	83,88,95	12	116,137,103,135,191,195,24,273,100,201,161,56	0,385,3109,3366,8040,13302,15339,16672,21200,26055,33018,37812	PS51189	http://www.expasy.ch/prosite/PS51189
12	19130018	19130116	FATC	12.629000000000001	+	19130018	19130116	83,88,95	1	98	0	PS51190	http://www.expasy.ch/prosite/PS51190
12	19120747	19129658	PI3/4_kinase_cat_dom	11.48	+	19120747	19129658	83,88,95	4	129,184,203,116	0,3320,5788,8795	PS50290	http://www.expasy.ch/prosite/PS50290
12	19119139	19130020	Kinase-like_dom	0.0	+	19119139	19130020	83,88,95	6	196,217,184,203,194,185	0,1520,4928,7396,10403,10696	SSF56112	http://supfam.org/SUPERFAMILY/cgi-bin/scop.cgi?ipid=SSF56112
12	18978342	19012309	ARM-type_fold	0.0	+	18978342	19012309	83,88,95	18	83,191,165,256,200,151,199,217,197,260,161,96,121,170,68,31,24,107	0,179,2367,3544,3887,13244,17894,19072,19391,20510,22882,23137,25099,25617,28536,32161,33164,33860	SSF48371	http://supfam.org/SUPERFAMILY/cgi-bin/scop.cgi?ipid=SSF48371
12	18958267	18982330	ARM-type_fold	0.0	+	18958267	18982330	83,88,95	20	48,49,110,104,83,56,125,77,88,102,138,78,234,330,97,194,191,165,256,101	0,630,761,1501,2283,2471,4770,6751,9189,9395,12733,13245,17631,18002,18476,19964,20254,22442,23619,23962	SSF48371	http://supfam.org/SUPERFAMILY/cgi-bin/scop.cgi?ipid=SSF48371
12	19015068	19067305	ARM-type_fold	0.0	+	19015068	19067305	83,88,95	20	23,181,198,128,266,206,158,134,110,146,213,125,146,202,121,216,179,146,119,29	0,116,3713,9850,11652,12789,13993,14261,14522,14708,27710,29936,30902,34714,38971,39488,42719,44787,49794,52208	SSF48371	http://supfam.org/SUPERFAMILY/cgi-bin/scop.cgi?ipid=SSF48371
