22	14231845	14236614	AldOxase/xan_DH_Mopterin-bd	595.1	-	14231845	14236614	83,88,95	14	4676,-124,-133,-87,-86,-191,-230,-95,-128,-74,-52,-114,-65,4644	0,4592,4346,4031,3861,3623,1659,1336,1155,956,798,610,338,125	PF02738	http://pfam.sanger.ac.uk/family?acc=PF02738
22	14236750	14250162	Ald_Oxase/Xan_DH_a/b	120.6	-	14236750	14250162	83,88,95	3	13318,-126,13314	0,404,98	PF01315	http://pfam.sanger.ac.uk/family?acc=PF01315
22	14252536	14253236	Mopterin_DH_FAD-bd	97.9	-	14252536	14253236	83,88,95	3	548,-93,600	0,277,100	PF00941	http://pfam.sanger.ac.uk/family?acc=PF00941
22	14254092	14254746	2Fe-2S-bd	102.6	-	14254092	14254746	83,88,95	3	607,-126,608	0,516,46	PF01799	http://pfam.sanger.ac.uk/family?acc=PF01799
22	14250539	14252343	CO_DH_flav_C	93.1	-	14250539	14252343	83,88,95	2	1632,1663	0,141	PF03450	http://pfam.sanger.ac.uk/family?acc=PF03450
22	14254786	14259395	2Fe-2S_ferredoxin-type	33.9	-	14254786	14259395	83,88,95	4	4592,-57,-96,4588	0,3626,2496,21	PF00111	http://pfam.sanger.ac.uk/family?acc=PF00111
22	14254732	14259407	2Fe-2S_ferredoxin-type	10.19	-	14254732	14259407	83,88,95	4	4646,-57,-96,4600	0,3680,2550,75	PS51085	http://www.expasy.ch/prosite/PS51085
22	14228154	14259407	Ald_Oxase/xanthine_DH	2313.3	-	14228154	14259407	83,88,95	32	31224,-57,-96,-108,-126,-61,-80,-141,-151,-93,-109,-184,-162,-169,-126,-122,-96,-124,-133,-87,-86,-191,-230,-95,-128,-74,-52,-114,-65,-188,-167,31206	0,30258,29128,26653,26454,25984,25625,25468,25081,24659,24482,24201,22526,22083,9000,8694,8463,8283,8037,7722,7552,7314,5350,5027,4846,4647,4489,4301,4029,3816,1130,47	PIRSF000127	None
22	14228154	14236740	AldOxase/xan_DH_Mopterin-bd	0.0	-	14228154	14236740	83,88,95	17	8572,-96,-124,-133,-87,-86,-191,-230,-95,-128,-74,-52,-114,-65,-188,-167,8539	0,8463,8283,8037,7722,7552,7314,5350,5027,4846,4647,4489,4301,4029,3816,1130,47	SSF56003	http://supfam.org/SUPERFAMILY/cgi-bin/scop.cgi?ipid=SSF56003
22	14252527	14253776	FAD-bd_2	0.0	-	14252527	14253776	83,88,95	5	1172,-141,-151,-93,1140	0,1095,708,286,109	SSF56176	http://supfam.org/SUPERFAMILY/cgi-bin/scop.cgi?ipid=SSF56176
22	14236567	14250523	Ald_Oxase/Xan_DH_a/b	0.0	-	14236567	14250523	83,88,95	5	13951,-169,-126,-122,13906	0,13670,587,281,50	SSF54665	http://supfam.org/SUPERFAMILY/cgi-bin/scop.cgi?ipid=SSF54665
22	14253602	14254746	2Fe-2S-bd	0.0	-	14253602	14254746	83,88,95	5	1097,-126,-61,-80,1124	0,1006,536,177,20	SSF47741	http://supfam.org/SUPERFAMILY/cgi-bin/scop.cgi?ipid=SSF47741
22	14250235	14252355	CO_DH_flav_C	0.0	-	14250235	14252355	83,88,95	3	1936,-162,2118	0,445,2	SSF55447	http://supfam.org/SUPERFAMILY/cgi-bin/scop.cgi?ipid=SSF55447
22	14254729	14259407	2Fe-2S_ferredoxin-type	0.0	-	14254729	14259407	83,88,95	4	4649,-57,-96,4600	0,3683,2553,78	SSF54292	http://supfam.org/SUPERFAMILY/cgi-bin/scop.cgi?ipid=SSF54292
