25	32640488	32651222	Laminin_IV	50.673	-	32640488	32651222	83,88,95	6	10684,-290,-185,-109,-120,10570	0,5652,3755,3472,383,164	PS51116	http://www.expasy.ch/prosite/PS51116
25	32654239	32662202	EGF_laminin	13.415999999999999	-	32654239	32662202	83,88,95	3	7886,-120,7962	0,4548,1	PS50027	http://www.expasy.ch/prosite/PS50027
25	32653784	32654238	EGF_laminin	12.94	-	32653784	32654238	83,88,95	2	268,453	0,1	PS50027	http://www.expasy.ch/prosite/PS50027
25	32653208	32653783	EGF_laminin	20.023	-	32653208	32653783	83,88,95	2	422,574	0,1	PS50027	http://www.expasy.ch/prosite/PS50027
25	32651489	32653207	EGF_laminin	17.053	-	32651489	32653207	83,88,95	2	1608,1674	0,44	PS50027	http://www.expasy.ch/prosite/PS50027
25	32633748	32640383	EGF_laminin	18.938	-	32633748	32640383	83,88,95	2	6494,6634	0,1	PS50027	http://www.expasy.ch/prosite/PS50027
25	32633610	32633747	EGF_laminin	20.899	-	32633610	32633747	83,88,95	1	137	0	PS50027	http://www.expasy.ch/prosite/PS50027
25	32633386	32633609	EGF_laminin	15.872	-	32633386	32633609	83,88,95	2	132,172	0,51	PS50027	http://www.expasy.ch/prosite/PS50027
25	32627586	32631075	EGF_laminin	15.015	-	32627586	32631075	83,88,95	2	3336,3488	0,1	PS50027	http://www.expasy.ch/prosite/PS50027
25	32627415	32627585	EGF_laminin	17.015	-	32627415	32627585	83,88,95	1	170	0	PS50027	http://www.expasy.ch/prosite/PS50027
25	32625655	32625795	EGF_laminin	16.9	-	32625655	32625795	83,88,95	1	140	0	PS50027	http://www.expasy.ch/prosite/PS50027
25	32662203	32670694	Laminin_N	38.672	-	32662203	32670694	83,88,95	6	8369,-135,-73,-188,-63,8355	0,3911,3686,3508,3227,136	PS51117	http://www.expasy.ch/prosite/PS51117
25	32662206	32670700	Laminin_N	272.3	-	32662206	32670700	83,88,95	6	8366,-135,-73,-188,-63,8361	0,3908,3683,3505,3224,133	SM00136	http://smart.embl-heidelberg.de/smart/do_annotation.pl?DOMAIN=SM00136
25	32658671	32662202	EGF_laminin	39.0	-	32658671	32662202	83,88,95	2	3454,3415	0,116	SM00180	http://smart.embl-heidelberg.de/smart/do_annotation.pl?DOMAIN=SM00180
25	32654116	32658676	EG-like_dom	2.0	-	32654116	32658676	83,88,95	2	4551,4436	0,124	SM00181	http://smart.embl-heidelberg.de/smart/do_annotation.pl?DOMAIN=SM00181
25	32654056	32654238	EGF_laminin	38.6	-	32654056	32654238	83,88,95	1	182	0	SM00180	http://smart.embl-heidelberg.de/smart/do_annotation.pl?DOMAIN=SM00180
25	32653631	32653786	EG-like_dom	6.9	-	32653631	32653786	83,88,95	1	155	0	SM00181	http://smart.embl-heidelberg.de/smart/do_annotation.pl?DOMAIN=SM00181
25	32653634	32653783	EGF_laminin	64.5	-	32653634	32653783	83,88,95	1	149	0	SM00180	http://smart.embl-heidelberg.de/smart/do_annotation.pl?DOMAIN=SM00180
25	32651495	32653207	EGF_laminin	49.9	-	32651495	32653207	83,88,95	2	1602,1674	0,38	SM00180	http://smart.embl-heidelberg.de/smart/do_annotation.pl?DOMAIN=SM00180
25	32651504	32653204	EG-like_dom	1.3	-	32651504	32653204	83,88,95	2	1593,1671	0,29	SM00181	http://smart.embl-heidelberg.de/smart/do_annotation.pl?DOMAIN=SM00181
25	32646054	32651488	EGF_laminin	37.7	-	32646054	32651488	83,88,95	3	5400,-132,5348	0,5250,86	SM00180	http://smart.embl-heidelberg.de/smart/do_annotation.pl?DOMAIN=SM00180
25	32640246	32640383	EGF_laminin	43.7	-	32640246	32640383	83,88,95	1	137	0	SM00180	http://smart.embl-heidelberg.de/smart/do_annotation.pl?DOMAIN=SM00180
