12	48213346	48213991	Cobalamin-bd	65.0	+	48213346	48213991	83,88,95	3	85,67,121	0,371,524	PF02310	http://pfam.sanger.ac.uk/family?acc=PF02310
12	48210279	48213195	Cbl-bd_cap	101.7	+	48210279	48213195	83,88,95	3	35,152,65	0,414,2851	PF02607	http://pfam.sanger.ac.uk/family?acc=PF02607
12	48266259	48266683	VitB12-dep_Met_synth_activ_dom	108.6	+	48266259	48266683	83,88,95	2	125,206	0,218	PF02965	http://pfam.sanger.ac.uk/family?acc=PF02965
12	48202881	48209214	Pterin-binding	121.6	+	48202881	48209214	83,88,95	9	77,6,24,13,31,62,185,179,50	0,896,1108,1442,2301,3086,3414,6013,6283	PF00809	http://pfam.sanger.ac.uk/family?acc=PF00809
12	48195992	48201172	S_MeTrfase	343.5	+	48195992	48201172	83,88,95	11	161,89,69,92,106,59,94,100,61,67,21	0,326,553,719,915,2439,2755,3967,4394,4527,5159	PF02574	http://pfam.sanger.ac.uk/family?acc=PF02574
12	48195980	48266683	MetH	1633.9	+	48195980	48266683	83,88,95	35	173,89,69,92,106,59,94,100,61,67,79,112,6,24,13,31,62,185,179,116,140,89,152,107,100,67,120,81,98,75,162,130,115,143,206	0,338,565,731,927,2451,2767,3979,4406,4539,5171,6866,7797,8009,8343,9202,9987,10315,12914,13184,13903,14245,14713,17150,17351,17737,17890,20718,21020,23853,69649,69827,70039,70261,70497	TIGR02082	http://www.ebi.ac.uk/interpro/signature/TIGR02082
12	48217090	48266683	VitB12-dep_Met_synth_activ_dom	40.54	+	48217090	48266683	83,88,95	7	8,75,162,130,115,143,206	0,2743,48539,48717,48929,49151,49387	PS50974	http://www.expasy.ch/prosite/PS50974
12	48195959	48201169	S_MeTrfase	60.595	+	48195959	48201169	83,88,95	11	194,89,69,92,106,59,94,100,61,67,18	0,359,586,752,948,2472,2788,4000,4427,4560,5192	PS50970	http://www.expasy.ch/prosite/PS50970
12	48202881	48209963	Pterin-binding	20.198	+	48202881	48209963	83,88,95	10	77,6,24,13,31,62,185,179,116,80	0,896,1108,1442,2301,3086,3414,6013,6283,7002	PS50972	http://www.expasy.ch/prosite/PS50972
12	48195956	48205189	S_MeTrfase	0.0	+	48195956	48205189	83,88,95	16	197,89,69,92,106,59,94,100,61,67,79,112,6,24,13,7	0,362,589,755,951,2475,2791,4003,4430,4563,5195,6890,7821,8033,8367,9226	SSF82282	http://supfam.org/SUPERFAMILY/cgi-bin/scop.cgi?ipid=SSF82282
12	48202881	48210008	Dihydropteroate_synth-like	0.0	+	48202881	48210008	83,88,95	10	77,6,24,13,31,62,185,179,116,125	0,896,1108,1442,2301,3086,3414,6013,6283,7002	SSF51717	http://supfam.org/SUPERFAMILY/cgi-bin/scop.cgi?ipid=SSF51717
12	48213232	48217089	Cobalamin-bd	0.0	+	48213232	48217089	83,88,95	6	5,100,67,120,81,89	0,99,485,638,3466,3768	SSF52242	http://supfam.org/SUPERFAMILY/cgi-bin/scop.cgi?ipid=SSF52242
12	48266108	48266683	VitB12-dep_Met_synth_activ_dom	0.0	+	48266108	48266683	83,88,95	3	26,143,206	0,133,369	SSF56507	http://supfam.org/SUPERFAMILY/cgi-bin/scop.cgi?ipid=SSF56507
12	48210258	48213198	Cbl-bd_cap	0.0	+	48210258	48213198	83,88,95	3	56,152,68	0,435,2872	SSF47644	http://supfam.org/SUPERFAMILY/cgi-bin/scop.cgi?ipid=SSF47644
12	48219836	48265840	VitB12-dep_Met_synth_activ_dom	0.0	+	48219836	48265840	83,88,95	3	72,162,33	0,45793,45971	SSF56507	http://supfam.org/SUPERFAMILY/cgi-bin/scop.cgi?ipid=SSF56507
12	48195947	48266683	MetH	2199.3	+	48195947	48266683	83,88,95	35	206,89,69,92,106,59,94,100,61,67,79,112,6,24,13,31,62,185,179,116,140,89,152,107,100,67,120,81,98,75,162,130,115,143,206	0,371,598,764,960,2484,2800,4012,4439,4572,5204,6899,7830,8042,8376,9235,10020,10348,12947,13217,13936,14278,14746,17183,17384,17770,17923,20751,21053,23886,69682,69860,70072,70294,70530	PIRSF000381	None
