1	44189118	44245044	GPCR_Rhodpsn_7TM	45.788000000000004	-	44189118	44245044	83,88,95	4	55682,-188,-150,55747	0,37755,36472,179	PS50262	http://www.expasy.ch/prosite/PS50262
1	44189118	44245044	GPCR_Rhodpsn	211.2	-	44189118	44245044	83,88,95	4	55682,-188,-150,55747	0,37755,36472,179	PF00001	http://pfam.sanger.ac.uk/family?acc=PF00001
1	44184744	44245056	7TM_GPCR_olfarory/Srsx	47.2	-	44184744	44245056	83,88,95	5	60056,-188,-150,-196,60285	0,42129,40846,4553,27	PF10320	http://pfam.sanger.ac.uk/family?acc=PF10320
1	44245072	44245107	Neurokn_rcpt	524.0	-	44245072	44245107	83,88,95	1	35	0	PR00244	http://www.bioinf.manchester.ac.uk/cgi-bin/dbbrowser/sprint/searchprintss.cgi?prints_accn=PR00244&display_opts=Prints&category=None&queryform=false&regexpr=off&prints_accn=PR00244
1	44245000	44245029	Neurokn_rcpt	495.0	-	44245000	44245029	83,88,95	1	29	0	PR00244	http://www.bioinf.manchester.ac.uk/cgi-bin/dbbrowser/sprint/searchprintss.cgi?prints_accn=PR00244&display_opts=Prints&category=None&queryform=false&regexpr=off&prints_accn=PR00244
1	44244838	44244870	Neurokn_rcpt	464.0	-	44244838	44244870	83,88,95	1	32	0	PR00244	http://www.bioinf.manchester.ac.uk/cgi-bin/dbbrowser/sprint/searchprintss.cgi?prints_accn=PR00244&display_opts=Prints&category=None&queryform=false&regexpr=off&prints_accn=PR00244
1	44226819	44226851	Neurokn_rcpt	419.0	-	44226819	44226851	83,88,95	1	32	0	PR00244	http://www.bioinf.manchester.ac.uk/cgi-bin/dbbrowser/sprint/searchprintss.cgi?prints_accn=PR00244&display_opts=Prints&category=None&queryform=false&regexpr=off&prints_accn=PR00244
1	44225560	44225589	Neurokn_rcpt	365.0	-	44225560	44225589	83,88,95	1	29	0	PR00244	http://www.bioinf.manchester.ac.uk/cgi-bin/dbbrowser/sprint/searchprintss.cgi?prints_accn=PR00244&display_opts=Prints&category=None&queryform=false&regexpr=off&prints_accn=PR00244
1	44225485	44225526	Neurokn_rcpt	545.0	-	44225485	44225526	83,88,95	1	41	0	PR00244	http://www.bioinf.manchester.ac.uk/cgi-bin/dbbrowser/sprint/searchprintss.cgi?prints_accn=PR00244&display_opts=Prints&category=None&queryform=false&regexpr=off&prints_accn=PR00244
1	44189160	44189195	Neurokn_rcpt	412.0	-	44189160	44189195	83,88,95	1	35	0	PR00244	http://www.bioinf.manchester.ac.uk/cgi-bin/dbbrowser/sprint/searchprintss.cgi?prints_accn=PR00244&display_opts=Prints&category=None&queryform=false&regexpr=off&prints_accn=PR00244
1	44184732	44189117	Neurokn_rcpt	887.0	-	44184732	44189117	83,88,95	2	4369,4346	0,39	PR00244	http://www.bioinf.manchester.ac.uk/cgi-bin/dbbrowser/sprint/searchprintss.cgi?prints_accn=PR00244&display_opts=Prints&category=None&queryform=false&regexpr=off&prints_accn=PR00244
1	44245015	44245089	GPCR_Rhodpsn	249.0	-	44245015	44245089	83,88,95	1	74	0	PR00237	http://www.bioinf.manchester.ac.uk/cgi-bin/dbbrowser/sprint/searchprintss.cgi?prints_accn=PR00237&display_opts=Prints&category=None&queryform=false&regexpr=off&prints_accn=PR00237
1	44244925	44244990	GPCR_Rhodpsn	285.0	-	44244925	44244990	83,88,95	1	65	0	PR00237	http://www.bioinf.manchester.ac.uk/cgi-bin/dbbrowser/sprint/searchprintss.cgi?prints_accn=PR00237&display_opts=Prints&category=None&queryform=false&regexpr=off&prints_accn=PR00237
1	44226861	44244855	GPCR_Rhodpsn	399.0	-	44226861	44244855	83,88,95	2	17939,17982	0,12	PR00237	http://www.bioinf.manchester.ac.uk/cgi-bin/dbbrowser/sprint/searchprintss.cgi?prints_accn=PR00237&display_opts=Prints&category=None&queryform=false&regexpr=off&prints_accn=PR00237
1	44226762	44226827	GPCR_Rhodpsn	266.0	-	44226762	44226827	83,88,95	1	65	0	PR00237	http://www.bioinf.manchester.ac.uk/cgi-bin/dbbrowser/sprint/searchprintss.cgi?prints_accn=PR00237&display_opts=Prints&category=None&queryform=false&regexpr=off&prints_accn=PR00237
1	44225515	44225586	GPCR_Rhodpsn	214.0	-	44225515	44225586	83,88,95	1	71	0	PR00237	http://www.bioinf.manchester.ac.uk/cgi-bin/dbbrowser/sprint/searchprintss.cgi?prints_accn=PR00237&display_opts=Prints&category=None&queryform=false&regexpr=off&prints_accn=PR00237
1	44189223	44189297	GPCR_Rhodpsn	506.0	-	44189223	44189297	83,88,95	1	74	0	PR00237	http://www.bioinf.manchester.ac.uk/cgi-bin/dbbrowser/sprint/searchprintss.cgi?prints_accn=PR00237&display_opts=Prints&category=None&queryform=false&regexpr=off&prints_accn=PR00237
1	44184765	44189174	GPCR_Rhodpsn	407.0	-	44184765	44189174	83,88,95	2	4336,4403	0,6	PR00237	http://www.bioinf.manchester.ac.uk/cgi-bin/dbbrowser/sprint/searchprintss.cgi?prints_accn=PR00237&display_opts=Prints&category=None&queryform=false&regexpr=off&prints_accn=PR00237
1	44226726	44226767	NK3_rcpt	405.0	-	44226726	44226767	83,88,95	1	41	0	PR01026	http://www.bioinf.manchester.ac.uk/cgi-bin/dbbrowser/sprint/searchprintss.cgi?prints_accn=PR01026&display_opts=Prints&category=None&queryform=false&regexpr=off&prints_accn=PR01026
1	44225578	44226722	NK3_rcpt	500.0	-	44225578	44226722	83,88,95	2	1107,1132	0,12	PR01026	http://www.bioinf.manchester.ac.uk/cgi-bin/dbbrowser/sprint/searchprintss.cgi?prints_accn=PR01026&display_opts=Prints&category=None&queryform=false&regexpr=off&prints_accn=PR01026
1	44225473	44225502	NK3_rcpt	460.0	-	44225473	44225502	83,88,95	1	29	0	PR01026	http://www.bioinf.manchester.ac.uk/cgi-bin/dbbrowser/sprint/searchprintss.cgi?prints_accn=PR01026&display_opts=Prints&category=None&queryform=false&regexpr=off&prints_accn=PR01026
1	44189184	44189225	NK3_rcpt	420.0	-	44189184	44189225	83,88,95	1	41	0	PR01026	http://www.bioinf.manchester.ac.uk/cgi-bin/dbbrowser/sprint/searchprintss.cgi?prints_accn=PR01026&display_opts=Prints&category=None&queryform=false&regexpr=off&prints_accn=PR01026
1	44184699	44184731	NK3_rcpt	470.0	-	44184699	44184731	83,88,95	1	32	0	PR01026	http://www.bioinf.manchester.ac.uk/cgi-bin/dbbrowser/sprint/searchprintss.cgi?prints_accn=PR01026&display_opts=Prints&category=None&queryform=false&regexpr=off&prints_accn=PR01026
1	44184666	44184701	NK3_rcpt	200.0	-	44184666	44184701	83,88,95	1	35	0	PR01026	http://www.bioinf.manchester.ac.uk/cgi-bin/dbbrowser/sprint/searchprintss.cgi?prints_accn=PR01026&display_opts=Prints&category=None&queryform=false&regexpr=off&prints_accn=PR01026
