2	16208562	16213952	PI3/4_kinase_cat_dom	195.6	-	16208562	16213952	83,88,95	6	5313,-150,-156,-153,-151,5345	0,5234,3955,2802,2560,45	PF00454	http://pfam.sanger.ac.uk/family?acc=PF00454
2	16220362	16226590	PIK-rel_kinase_FAT	157.1	-	16220362	16226590	83,88,95	7	6165,-180,-188,-159,-179,-142,6174	0,6074,5803,4187,1203,938,54	PF02259	http://pfam.sanger.ac.uk/family?acc=PF02259
2	16245421	16248825	UME	92.1	-	16245421	16248825	83,88,95	4	3402,-95,-130,3317	0,3214,499,87	PF08064	http://pfam.sanger.ac.uk/family?acc=PF08064
2	16205102	16205197	FATC	44.4	-	16205102	16205197	83,88,95	1	95	0	PF02260	http://pfam.sanger.ac.uk/family?acc=PF02260
2	16245415	16248825	UME	157.2	-	16245415	16248825	83,88,95	4	3408,-95,-130,3317	0,3220,505,93	SM00802	http://smart.embl-heidelberg.de/smart/do_annotation.pl?DOMAIN=SM00802
2	16205135	16213949	PI3/4_kinase_cat_dom	371.6	-	16205135	16213949	83,88,95	7	8740,-150,-156,-153,-151,-105,8677	0,8661,7382,6229,5987,3472,137	SM00146	http://smart.embl-heidelberg.de/smart/do_annotation.pl?DOMAIN=SM00146
2	16205102	16213952	PI3/4_kinase_cat_dom	51.808	-	16205102	16213952	83,88,95	7	8773,-150,-156,-153,-151,-105,8680	0,8694,7415,6262,6020,3505,170	PS50290	http://www.expasy.ch/prosite/PS50290
2	16205102	16205200	FATC	15.419	-	16205102	16205200	83,88,95	1	98	0	PS51190	http://www.expasy.ch/prosite/PS51190
2	16218190	16231055	PIK_FAT	44.708	-	16218190	16231055	83,88,95	12	12752,-164,-91,-94,-180,-188,-159,-179,-142,-97,-232,12863	0,11791,10292,8431,8246,7975,6359,3375,3110,2226,310,2	PS51189	http://www.expasy.ch/prosite/PS51189
2	16208562	16218087	Kinase-like_dom	0.0	-	16208562	16218087	83,88,95	8	9496,-200,-143,-150,-156,-153,-151,9480	0,5749,5456,5234,3955,2802,2560,45	SSF56112	http://supfam.org/SUPERFAMILY/cgi-bin/scop.cgi?ipid=SSF56112
2	16239531	16269762	ARM-type_fold	0.0	-	16239531	16269762	83,88,95	22	30162,-152,-871,-181,-179,-69,-141,-152,-198,-250,-196,-100,-171,-170,-194,-185,-95,-130,-143,-93,-125,30070	0,27907,26182,24129,23870,22131,21679,19538,18953,17176,16761,13309,13091,10745,10331,9477,9104,6389,5977,960,777,161	SSF48371	http://supfam.org/SUPERFAMILY/cgi-bin/scop.cgi?ipid=SSF48371
