17	33564417	33576589	AldOxase/xan_DH_Mopterin-bd	692.1	+	33564417	33576589	83,88,95	15	93,124,133,87,86,191,145,81,95,128,74,52,114,65,125	0,309,698,919,1094,3458,3727,6342,6508,6773,9156,9309,9477,10414,12047	PF02738	http://pfam.sanger.ac.uk/family?acc=PF02738
17	33553006	33555956	Mopterin_DH_FAD-bd	176.7	+	33553006	33555956	83,88,95	5	93,92,151,93,100	0,858,1926,2253,2850	PF00941	http://pfam.sanger.ac.uk/family?acc=PF00941
17	33557137	33561766	Ald_Oxase/Xan_DH_a/b	129.7	+	33557137	33561766	83,88,95	3	94,126,101	0,1522,4528	PF01315	http://pfam.sanger.ac.uk/family?acc=PF01315
17	33556304	33556710	CO_DH_flav_C	108.5	+	33556304	33556710	83,88,95	2	172,141	0,265	PF03450	http://pfam.sanger.ac.uk/family?acc=PF03450
17	33550986	33551513	2Fe-2S-bd	99.4	+	33550986	33551513	83,88,95	3	47,126,43	0,243,484	PF01799	http://pfam.sanger.ac.uk/family?acc=PF01799
17	33546693	33550958	2Fe-2S_ferredoxin-type	36.1	+	33546693	33550958	83,88,95	4	17,57,96,33	0,131,1183,4232	PF00111	http://pfam.sanger.ac.uk/family?acc=PF00111
17	33557101	33577121	Xanthine_DH_Mopterin-bd_su	851.5	+	33557101	33577121	83,88,95	19	130,126,122,96,124,133,87,86,191,145,81,95,128,74,52,114,65,188,149	0,1558,4564,7313,7625,8014,8235,8410,10774,11043,13658,13824,14089,16472,16625,16793,17730,19363,19871	TIGR02965	http://www.ebi.ac.uk/interpro/signature/TIGR02965
17	33546684	33556707	Xanthine_DH_ssu	583.5	+	33546684	33556707	83,88,95	15	26,57,96,108,126,61,71,95,141,92,151,93,109,184,138	0,140,1192,4241,4545,4786,5650,6088,6274,7180,8248,8575,9172,9608,9885	TIGR02963	http://www.ebi.ac.uk/interpro/signature/TIGR02963
17	33546678	33551000	2Fe-2S_ferredoxin-type	9.885	+	33546678	33551000	83,88,95	4	32,57,96,75	0,146,1198,4247	PS51085	http://www.expasy.ch/prosite/PS51085
17	33561773	33578730	AldOxase/xan_DH_Mopterin-bd	0.0	+	33561773	33578730	83,88,95	18	14,96,124,133,87,86,191,145,81,95,128,74,52,114,65,188,167,47	0,2641,2953,3342,3563,3738,6102,6371,8986,9152,9417,11800,11953,12121,13058,14691,15199,16910	SSF56003	http://supfam.org/SUPERFAMILY/cgi-bin/scop.cgi?ipid=SSF56003
17	33552790	33555965	FAD-bd_2	0.0	+	33552790	33555965	83,88,95	6	77,141,92,151,93,109	0,168,1074,2142,2469,3066	SSF56176	http://supfam.org/SUPERFAMILY/cgi-bin/scop.cgi?ipid=SSF56176
17	33556892	33561769	Ald_Oxase/Xan_DH_a/b	0.0	+	33556892	33561769	83,88,95	4	74,169,126,104	0,170,1767,4773	SSF54665	http://supfam.org/SUPERFAMILY/cgi-bin/scop.cgi?ipid=SSF54665
17	33550986	33552858	2Fe-2S-bd	0.0	+	33550986	33552858	83,88,95	5	47,126,61,71,86	0,243,484,1348,1786	SSF47741	http://supfam.org/SUPERFAMILY/cgi-bin/scop.cgi?ipid=SSF47741
17	33556292	33556734	CO_DH_flav_C	0.0	+	33556292	33556734	83,88,95	2	184,165	0,277	SSF55447	http://supfam.org/SUPERFAMILY/cgi-bin/scop.cgi?ipid=SSF55447
17	33546675	33551003	2Fe-2S_ferredoxin-type	0.0	+	33546675	33551003	83,88,95	4	35,57,96,78	0,149,1201,4250	SSF54292	http://supfam.org/SUPERFAMILY/cgi-bin/scop.cgi?ipid=SSF54292
17	33546660	33578730	Ald_Oxase/xanthine_DH	2956.3	+	33546660	33578730	83,88,95	36	50,57,96,108,126,61,71,95,141,92,151,93,109,184,174,89,169,126,122,96,124,133,87,86,191,145,81,95,128,74,52,114,65,188,167,47	0,164,1216,4265,4569,4810,5674,6112,6298,7204,8272,8599,9196,9632,9909,10217,10402,11999,15005,17754,18066,18455,18676,18851,21215,21484,24099,24265,24530,26913,27066,27234,28171,29804,30312,32023	PIRSF000127	None
