13	43141460	43144431	Helicase_ATP-bd	21.04	-	43141460	43144431	83,88,95	5	2868,-167,-77,-129,2924	0,2788,2527,2353,47	PS51192	http://www.expasy.ch/prosite/PS51192
13	43135953	43138129	Helicase_C	16.524	-	43135953	43138129	83,88,95	3	2007,-159,2042	0,1684,134	PS51194	http://www.expasy.ch/prosite/PS51194
13	43153282	43164214	DUF3535	419.6	-	43153282	43164214	83,88,95	7	10783,-142,-174,-203,-432,-187,10819	0,8750,6813,4618,2453,381,113	PF12054	http://pfam.sanger.ac.uk/family?acc=PF12054
13	43139350	43145624	SNF2_N	283.4	-	43139350	43145624	83,88,95	9	6266,-121,-167,-77,-129,-141,-130,-125,6236	0,5099,4898,4637,4463,2157,981,258,38	PF00176	http://pfam.sanger.ac.uk/family?acc=PF00176
13	43149299	43149385	HEAT	21.0	-	43149299	43149385	83,88,95	1	86	0	PF02985	http://pfam.sanger.ac.uk/family?acc=PF02985
13	43137481	43138030	Helicase_C	45.6	-	43137481	43138030	83,88,95	2	479,393	0,156	PF00271	http://pfam.sanger.ac.uk/family?acc=PF00271
13	43141409	43145645	Helicase_ATP-bd	117.8	-	43141409	43145645	83,88,95	6	4207,-121,-167,-77,-129,4138	0,3040,2839,2578,2404,98	SM00487	http://smart.embl-heidelberg.de/smart/do_annotation.pl?DOMAIN=SM00487
13	43137481	43138063	Helicase_C	74.2	-	43137481	43138063	83,88,95	2	479,426	0,156	SM00490	http://smart.embl-heidelberg.de/smart/do_annotation.pl?DOMAIN=SM00490
13	43144339	43189647	ARM-type_fold	0.0	-	43144339	43189647	83,88,95	27	45304,-123,-114,-146,-199,-127,-129,-68,-89,-95,-176,-140,-124,-120,-104,-149,-142,-174,-203,-432,-187,-153,-109,-201,-148,-152,45198	0,39296,37147,35067,32786,32388,30118,29897,28304,28131,25919,25649,22347,21979,20061,19875,17693,15756,13561,11396,9324,9056,5260,5058,1769,1429,110	SSF48371	http://supfam.org/SUPERFAMILY/cgi-bin/scop.cgi?ipid=SSF48371
13	43140276	43145962	P-loop_NTPase	0.0	-	43140276	43145962	83,88,95	8	5684,-152,-121,-167,-77,-129,-141,5631	0,5492,4173,3972,3711,3537,1231,55	SSF52540	http://supfam.org/SUPERFAMILY/cgi-bin/scop.cgi?ipid=SSF52540
13	43134580	43140272	P-loop_NTPase	0.0	-	43134580	43140272	83,88,95	7	5621,-125,-152,-211,-159,-170,5669	0,5028,4808,3591,3057,1507,23	SSF52540	http://supfam.org/SUPERFAMILY/cgi-bin/scop.cgi?ipid=SSF52540
