12	20454223	20458216	DNA_recomb/repair_Rad51_C	408.1	+	20454223	20458216	83,88,95	11	11,82,52,41,72,91,73,114,60,116,63	0,120,520,688,821,1002,1231,2904,3163,3301,3930	PF08423	http://pfam.sanger.ac.uk/family?acc=PF08423
12	20454382	20457608	DNA_recomb/repair_RecA	42.8	+	20454382	20457608	83,88,95	9	43,52,41,72,91,73,114,60,84	0,361,529,662,843,1072,2745,3004,3142	PF00154	http://pfam.sanger.ac.uk/family?acc=PF00154
12	20454403	20458204	Circ_KaiC/RadA	32.4	+	20454403	20458204	83,88,95	10	22,52,41,72,91,73,114,60,116,51	0,340,508,641,822,1051,2724,2983,3121,3750	PF06745	http://pfam.sanger.ac.uk/family?acc=PF06745
12	20453985	20458213	DMC1_rcmbase	572.0	+	20453985	20458213	83,88,95	12	26,146,82,52,41,72,91,73,114,60,116,60	0,103,358,758,926,1059,1240,1469,3142,3401,3539,4168	TIGR02238	http://www.ebi.ac.uk/interpro/signature/TIGR02238
12	20454768	20457608	AAA+_ATPase	33.9	+	20454768	20457608	83,88,95	8	27,41,72,91,73,114,60,84	0,143,276,457,686,2359,2618,2756	SM00382	http://smart.embl-heidelberg.de/smart/do_annotation.pl?DOMAIN=SM00382
12	20454388	20457432	RecA_ATP-bd	41.648	+	20454388	20457432	83,88,95	8	37,52,41,72,91,73,114,46	0,355,523,656,837,1066,2739,2998	PS50162	http://www.expasy.ch/prosite/PS50162
12	20457439	20458219	RecA_monomer-monomer_interface	19.616	+	20457439	20458219	83,88,95	3	7,116,66	0,85,714	PS50163	http://www.expasy.ch/prosite/PS50163
12	20454388	20458219	P-loop_NTPase	0.0	+	20454388	20458219	83,88,95	10	37,52,41,72,91,73,114,60,116,66	0,355,523,656,837,1066,2739,2998,3136,3765	SSF52540	http://supfam.org/SUPERFAMILY/cgi-bin/scop.cgi?ipid=SSF52540
12	20453265	20454351	DNA_repair_Rad51/TF_NusA_a-hlx	0.0	+	20453265	20454351	83,88,95	4	8,44,146,8	0,702,823,1078	SSF47794	http://supfam.org/SUPERFAMILY/cgi-bin/scop.cgi?ipid=SSF47794
12	20453217	20458219	DNA_recomb/repair_RecA-like	702.7	+	20453217	20458219	83,88,95	13	56,44,146,82,52,41,72,91,73,114,60,116,66	0,750,871,1126,1526,1694,1827,2008,2237,3910,4169,4307,4936	PIRSF005856	None
