#>P	ENSDARG00000028213	ENSDART00000109099	ENSDARP00000099532	9	42932233	43269732	-1	titin, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-030113-2]
#>E	ENSDARE00000547376,ENSDARE00001172535,ENSDARE00001196324,ENSDARE00000547352,ENSDARE00001173710,ENSDARE00000715207,ENSDARE00001197880,ENSDARE00000872178,ENSDARE00000440178,ENSDARE00000440179,ENSDARE00000440182,ENSDARE00000440183,ENSDARE00000440186,ENSDARE00000440187,ENSDARE00000440191,ENSDARE00000440192,ENSDARE00000440195,ENSDARE00000440197,ENSDARE00000440200,ENSDARE00000440202,ENSDARE00000344189,ENSDARE00000440206,ENSDARE00000440209,ENSDARE00000440211,ENSDARE00000440213,ENSDARE00000440215,ENSDARE00000440218,ENSDARE00000440220,ENSDARE00000440223,ENSDARE00001167524,ENSDARE00000440228,ENSDARE00000440231,ENSDARE00000440234,ENSDARE00000440237,ENSDARE00001173187,ENSDARE00001190978,ENSDARE00000440243,ENSDARE00000440245,ENSDARE00000440246,ENSDARE00000440247,ENSDARE00000440248,ENSDARE00001176513,ENSDARE00000440250,ENSDARE00001209689,ENSDARE00000440252,ENSDARE00000440253,ENSDARE00000440254,ENSDARE00000440255,ENSDARE00000440256,ENSDARE00000440257,ENSDARE00000440258,ENSDARE00000440260,ENSDARE00000440261,ENSDARE00000440265,ENSDARE00000440266,ENSDARE00000440268,ENSDARE00000440269,ENSDARE00000440271,ENSDARE00000440273,ENSDARE00000440275,ENSDARE00000440276,ENSDARE00001156456,ENSDARE00000955870,ENSDARE00001168974,ENSDARE00000270952,ENSDARE00000440283,ENSDARE00000440284,ENSDARE00000440285,ENSDARE00001224481,ENSDARE00000440288,ENSDARE00000440289,ENSDARE00000440290,ENSDARE00000440291,ENSDARE00001001142,ENSDARE00000440292,ENSDARE00000440293,ENSDARE00000440294,ENSDARE00000440295,ENSDARE00000440297,ENSDARE00000440298,ENSDARE00000440299,ENSDARE00000440300,ENSDARE00000440302,ENSDARE00001213163,ENSDARE00000440305,ENSDARE00000440307,ENSDARE00000440310,ENSDARE00000984354,ENSDARE00000440313,ENSDARE00000440315,ENSDARE00001219119,ENSDARE00001221151,ENSDARE00000250900,ENSDARE00000250930,ENSDARE00000250951,ENSDARE00000250994,ENSDARE00000251024,ENSDARE00000082566,ENSDARE00000251075,ENSDARE00000893379,ENSDARE00000933899,ENSDARE00000923389,ENSDARE00000896028,ENSDARE00000968295,ENSDARE00000964366,ENSDARE00000946049,ENSDARE00000935330,ENSDARE00000910454,ENSDARE00000952790,ENSDARE00000913837,ENSDARE00000907584,ENSDARE00000897143,ENSDARE00000979255,ENSDARE00000890695,ENSDARE00000906642,ENSDARE00000976914,ENSDARE00000942394,ENSDARE00000948052,ENSDARE00000944350,ENSDARE00000937457,ENSDARE00000947762,ENSDARE00000963620,ENSDARE00000929473,ENSDARE00000905885,ENSDARE00001172264,ENSDARE00000913076,ENSDARE00001013733,ENSDARE00000915053,ENSDARE00000911520,ENSDARE00000959428,ENSDARE00000928742,ENSDARE00000958746,ENSDARE00000924342,ENSDARE00000978181,ENSDARE00000924484,ENSDARE00000967223,ENSDARE00000900254,ENSDARE00000922086,ENSDARE00000898461,ENSDARE00000919804,ENSDARE00001012199,ENSDARE00000897611,ENSDARE00000854166,ENSDARE00000823918,ENSDARE00000900464,ENSDARE00000942491,ENSDARE00000796402,ENSDARE00000849966,ENSDARE00001160405,ENSDARE00001163864,ENSDARE00001224657,ENSDARE00000794429,ENSDARE00000906751,ENSDARE00000788262,ENSDARE00000904587,ENSDARE00000827011,ENSDARE00000849978,ENSDARE00000807729,ENSDARE00000854527,ENSDARE00000927416,ENSDARE00000892704,ENSDARE00000862890,ENSDARE00000802972,ENSDARE00000827301,ENSDARE00000842715,ENSDARE00000827559,ENSDARE00000878168,ENSDARE00000789814,ENSDARE00000892455,ENSDARE00000788067,ENSDARE00000861640,ENSDARE00000835039,ENSDARE00000835978,ENSDARE00000789328,ENSDARE00000955149,ENSDARE00000887924,ENSDARE00000903264,ENSDARE00000892146,ENSDARE00000852585,ENSDARE00000863934,ENSDARE00000863644,ENSDARE00000918361,ENSDARE00000980205,ENSDARE00000935208	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	42932230-42932528,42932644-42932928,42933547-42933700,42933845-42934347,42934411-42934443,42936016-42938110,43005917-43005918,43097452-43100574,43100687-43101280,43101381-43101686,43101806-43102381,43102471-43102770,43102851-43103156,43103248-43103832,43103951-43104253,43104365-43104667,43104783-43105082,43105807-43106097,43106205-43106798,43106890-43107171,43107290-43107592,43107681-43107986,43108120-43108419,43108511-43108801,43108895-43109200,43109285-43109587,43109693-43111759,43111843-43112142,43112232-43112510,43112800-43113096,43113184-43114950,43115043-43115348,43115441-43115743,43115836-43116135,43116344-43116924,43117083-43117389,43117481-43118068,43118173-43118469,43118581-43135683,43135812-43136114,43136242-43136829,43136923-43137222,43137433-43137630,43137726-43137836,43138036-43138623,43138918-43139205,43139290-43139580,43139662-43139949,43140044-43140349,43140462-43140764,43141787-43142089,43142189-43142476,43142567-43142866,43142966-43143268,43143353-43143649,43143736-43144011,43144088-43144390,43144474-43144773,43144860-43145144,43145224-43145559,43145659-43148613,43148718-43149020,43149198-43149482,43149622-43149915,43150011-43150319,43150410-43150712,43150837-43151136,43151245-43151526,43151627-43151938,43152027-43152329,43152430-43152711,43152810-43152960,43153041-43153189,43153306-43153620,43155332-43155631,43155730-43156026,43156110-43156427,43156535-43156834,43157595-43157724,43157811-43157992,43158084-43158392,43158482-43158911,43159050-43159249,43159410-43159727,43159805-43160104,43160202-43160495,43160584-43160874,43160979-43161275,43161387-43161686,43161777-43162079,43162228-43162434,43162576-43162749,43162841-43163143,43163236-43163535,43163691-43163969,43164068-43164379,43164616-43164812,43166474-43166579,43166667-43166966,43167203-43167502,43167616-43167731,43167818-43168004,43168106-43168402,43168508-43168795,43168893-43169014,43169110-43169287,43169378-43169525,43169617-43169768,43169849-43170133,43170223-43170337,43170464-43170651,43170737-43171039,43171126-43171425,43171509-43171778,43171874-43172140,43172257-43172381,43172474-43172882,43174775-43175053,43175163-43175429,43175517-43175783,43175869-43176037,43176170-43176267,43176345-43176611,43177149-43177272,43178495-43178646,43179431-43179557,43181303-43181442,43181532-43181798,43181884-43182150,43182281-43182547,43184029-43184155,43184240-43184379,43184518-43184781,43184961-43185227,43185343-43185609,43185721-43185847,43185932-43186071,43186161-43186436,43186519-43186788,43186903-43187301,43187466-43187510,43196976-43196978,43205990-43206257,43207565-43207648,43208977-43209160,43210783-43211056,43211178-43211291,43211753-43212040,43213283-43213757,43232349-43238927,43243224-43243417,43244052-43244177,43244261-43244545,43244801-43245032,43245134-43245302,43245399-43245540,43245635-43245895,43246044-43246304,43246387-43246647,43246739-43247002,43247086-43247346,43247428-43247688,43247784-43248047,43248141-43248413,43248508-43248774,43248874-43249155,43249238-43250934,43251017-43251185,43251273-43251437,43251561-43251802,43251903-43252141,43252226-43252456,43252549-43252730,43252833-43252975,43253061-43253276,43253391-43253439,43253775-43254033,43255380-43255445,43261687-43261921,43264834-43265048,43265164-43265252,43265326-43265613,43268897-43269100,43269642-43269732
9	43099124	43099861	-1	Prot_kinase_dom	156.9	43099124-43099861	PF00069	http://pfam.xfam.org/family/PF00069
9	43245182	43245529	-1	Ig_I-set	5008.1	43245182-43245302,43245399-43245529	PF07679	http://pfam.xfam.org/family/PF07679
9	43118876	43119118	-1	Ig_I-set	5008.1	43118876-43119118	PF07679	http://pfam.xfam.org/family/PF07679
9	43247435	43247680	-1	Ig_I-set	5008.1	43247435-43247680	PF07679	http://pfam.xfam.org/family/PF07679
9	43235289	43235543	-1	Ig_I-set	5008.1	43235289-43235543	PF07679	http://pfam.xfam.org/family/PF07679
9	43108515	43108760	-1	Ig_I-set	5008.1	43108515-43108760	PF07679	http://pfam.xfam.org/family/PF07679
9	43185350	43185598	-1	Ig_I-set	5008.1	43185350-43185598	PF07679	http://pfam.xfam.org/family/PF07679
9	43157599	43157945	-1	Ig_I-set	5008.1	43157599-43157724,43157811-43157945	PF07679	http://pfam.xfam.org/family/PF07679
9	43160588	43160830	-1	Ig_I-set	5008.1	43160588-43160830	PF07679	http://pfam.xfam.org/family/PF07679
9	43186907	43187179	-1	Ig_I-set	5008.1	43186907-43187179	PF07679	http://pfam.xfam.org/family/PF07679
9	43252843	43253197	-1	Ig_I-set	5008.1	43252843-43252975,43253061-43253197	PF07679	http://pfam.xfam.org/family/PF07679
9	42932242	42932520	-1	Ig_I-set	5008.1	42932242-42932520	PF07679	http://pfam.xfam.org/family/PF07679
9	43211757	43212026	-1	Ig_I-set	5008.1	43211757-43212026	PF07679	http://pfam.xfam.org/family/PF07679
9	43124501	43124764	-1	Ig_I-set	5008.1	43124501-43124764	PF07679	http://pfam.xfam.org/family/PF07679
9	43245669	43245887	-1	Ig_I-set	5008.1	43245669-43245887	PF07679	http://pfam.xfam.org/family/PF07679
9	43248412	43248763	-1	Ig_I-set	5008.1	43248412-43248413,43248508-43248763	PF07679	http://pfam.xfam.org/family/PF07679
9	43184555	43184767	-1	Ig_I-set	5008.1	43184555-43184767	PF07679	http://pfam.xfam.org/family/PF07679
9	43181909	43182139	-1	Ig_I-set	5008.1	43181909-43182139	PF07679	http://pfam.xfam.org/family/PF07679
9	43168512	43168757	-1	Ig_I-set	5008.1	43168512-43168757	PF07679	http://pfam.xfam.org/family/PF07679
9	43148330	43148578	-1	Ig_I-set	5008.1	43148330-43148578	PF07679	http://pfam.xfam.org/family/PF07679
9	43116351	43116596	-1	Ig_I-set	5008.1	43116351-43116596	PF07679	http://pfam.xfam.org/family/PF07679
9	43109997	43110239	-1	Ig_I-set	5008.1	43109997-43110239	PF07679	http://pfam.xfam.org/family/PF07679
9	42936992	42937261	-1	Ig_I-set	5008.1	42936992-42937261	PF07679	http://pfam.xfam.org/family/PF07679
9	43155734	43155994	-1	Ig_I-set	5008.1	43155734-43155994	PF07679	http://pfam.xfam.org/family/PF07679
9	43251277	43251672	-1	Ig_I-set	5008.1	43251277-43251437,43251561-43251672	PF07679	http://pfam.xfam.org/family/PF07679
9	43142193	43142435	-1	Ig_I-set	5008.1	43142193-43142435	PF07679	http://pfam.xfam.org/family/PF07679
9	43184965	43185216	-1	Ig_I-set	5008.1	43184965-43185216	PF07679	http://pfam.xfam.org/family/PF07679
9	43162232	43162708	-1	Ig_I-set	5008.1	43162232-43162434,43162576-43162708	PF07679	http://pfam.xfam.org/family/PF07679
9	43102107	43102364	-1	Ig_I-set	5008.1	43102107-43102364	PF07679	http://pfam.xfam.org/family/PF07679
9	43130984	43131247	-1	Ig_I-set	5008.1	43130984-43131247	PF07679	http://pfam.xfam.org/family/PF07679
9	43249962	43250228	-1	Ig_I-set	5008.1	43249962-43250228	PF07679	http://pfam.xfam.org/family/PF07679
9	43127744	43128010	-1	Ig_I-set	5008.1	43127744-43128010	PF07679	http://pfam.xfam.org/family/PF07679
9	43244265	43244534	-1	Ig_I-set	5008.1	43244265-43244534	PF07679	http://pfam.xfam.org/family/PF07679
9	43121246	43121494	-1	Ig_I-set	5008.1	43121246-43121494	PF07679	http://pfam.xfam.org/family/PF07679
9	43169853	43170071	-1	Ig_I-set	5008.1	43169853-43170071	PF07679	http://pfam.xfam.org/family/PF07679
9	43182309	43182536	-1	Ig_I-set	5008.1	43182309-43182536	PF07679	http://pfam.xfam.org/family/PF07679
9	43134230	43134478	-1	Ig_I-set	5008.1	43134230-43134478	PF07679	http://pfam.xfam.org/family/PF07679
9	43149626	43149871	-1	Ig_I-set	5008.1	43149626-43149871	PF07679	http://pfam.xfam.org/family/PF07679
9	43125362	43125604	-1	Ig_I-set	5008.1	43125362-43125604	PF07679	http://pfam.xfam.org/family/PF07679
9	43098299	43098571	-1	Ig_I-set	5008.1	43098299-43098571	PF07679	http://pfam.xfam.org/family/PF07679
9	43233423	43233689	-1	Ig_I-set	5008.1	43233423-43233689	PF07679	http://pfam.xfam.org/family/PF07679
9	43135103	43135345	-1	Ig_I-set	5008.1	43135103-43135345	PF07679	http://pfam.xfam.org/family/PF07679
9	43159414	43159671	-1	Ig_I-set	5008.1	43159414-43159671	PF07679	http://pfam.xfam.org/family/PF07679
9	43247788	43248039	-1	Ig_I-set	5008.1	43247788-43248039	PF07679	http://pfam.xfam.org/family/PF07679
9	43251968	43252315	-1	Ig_I-set	5008.1	43251968-43252141,43252226-43252315	PF07679	http://pfam.xfam.org/family/PF07679
9	43123304	43123549	-1	Ig_I-set	5008.1	43123304-43123549	PF07679	http://pfam.xfam.org/family/PF07679
9	43253779	43255385	-1	Ig_I-set	5008.1	43253779-43254033,43255380-43255385	PF07679	http://pfam.xfam.org/family/PF07679
9	43147139	43147387	-1	Ig_I-set	5008.1	43147139-43147387	PF07679	http://pfam.xfam.org/family/PF07679
9	43246424	43246642	-1	Ig_I-set	5008.1	43246424-43246642	PF07679	http://pfam.xfam.org/family/PF07679
9	43126553	43126804	-1	Ig_I-set	5008.1	43126553-43126804	PF07679	http://pfam.xfam.org/family/PF07679
9	43110873	43111109	-1	Ig_I-set	5008.1	43110873-43111109	PF07679	http://pfam.xfam.org/family/PF07679
9	43246779	43246997	-1	Ig_I-set	5008.1	43246779-43246997	PF07679	http://pfam.xfam.org/family/PF07679
9	43186547	43186777	-1	Ig_I-set	5008.1	43186547-43186777	PF07679	http://pfam.xfam.org/family/PF07679
9	43186189	43186416	-1	Ig_I-set	5008.1	43186189-43186416	PF07679	http://pfam.xfam.org/family/PF07679
9	43172653	43172871	-1	Ig_I-set	5008.1	43172653-43172871	PF07679	http://pfam.xfam.org/family/PF07679
9	43138340	43138585	-1	Ig_I-set	5008.1	43138340-43138585	PF07679	http://pfam.xfam.org/family/PF07679
9	43250808	43251165	-1	Ig_I-set	5008.1	43250808-43250934,43251017-43251165	PF07679	http://pfam.xfam.org/family/PF07679
9	42936353	42936616	-1	Ig_I-set	5008.1	42936353-42936616	PF07679	http://pfam.xfam.org/family/PF07679
9	43210827	43211214	-1	Ig_I-set	5008.1	43210827-43211056,43211178-43211214	PF07679	http://pfam.xfam.org/family/PF07679
9	43268901	43269717	-1	Ig_I-set	5008.1	43268901-43269100,43269642-43269717	PF07679	http://pfam.xfam.org/family/PF07679
9	42933986	42934240	-1	Ig_I-set	5008.1	42933986-42934240	PF07679	http://pfam.xfam.org/family/PF07679
9	43100282	43100530	-1	Ig_I-set	5008.1	43100282-43100530	PF07679	http://pfam.xfam.org/family/PF07679
9	43101810	43102046	-1	Ig_I-set	5008.1	43101810-43102046	PF07679	http://pfam.xfam.org/family/PF07679
9	43250367	43250642	-1	Ig_I-set	5008.1	43250367-43250642	PF07679	http://pfam.xfam.org/family/PF07679
9	43172288	43172604	-1	Ig_I-set	5008.1	43172288-43172381,43172474-43172604	PF07679	http://pfam.xfam.org/family/PF07679
9	43098665	43098907	-1	Ig_I-set	5008.1	43098665-43098907	PF07679	http://pfam.xfam.org/family/PF07679
9	43133042	43133293	-1	Ig_I-set	5008.1	43133042-43133293	PF07679	http://pfam.xfam.org/family/PF07679
9	43163695	43163958	-1	Ig_I-set	5008.1	43163695-43163958	PF07679	http://pfam.xfam.org/family/PF07679
