#>P	ENSDARG00000019231	ENSDART00000102251	ENSDARP00000093027	21	13068196	13120576	1	spectrin alpha 2 [Source:ZFIN;Acc:ZDB-GENE-051113-60]
#>E	ENSDARE00001117204,ENSDARE00001103898,ENSDARE00001129980,ENSDARE00001116678,ENSDARE00001119360,ENSDARE00001107657,ENSDARE00001117795,ENSDARE00001119055,ENSDARE00001105842,ENSDARE00001122611,ENSDARE00001128299,ENSDARE00001108151,ENSDARE00001127148,ENSDARE00001108266,ENSDARE00001123707,ENSDARE00001106622,ENSDARE00001112823,ENSDARE00001105003,ENSDARE00001117097,ENSDARE00001119670,ENSDARE00001118088,ENSDARE00001125186,ENSDARE00001123798,ENSDARE00001129955,ENSDARE00001104129,ENSDARE00001121986,ENSDARE00001118579,ENSDARE00001118006,ENSDARE00001124664,ENSDARE00001112079,ENSDARE00001110034,ENSDARE00001116210,ENSDARE00001124870,ENSDARE00001106898,ENSDARE00001108588,ENSDARE00001104010,ENSDARE00001128286,ENSDARE00001127398,ENSDARE00001131115,ENSDARE00001125867,ENSDARE00001110481,ENSDARE00001104523,ENSDARE00001129312,ENSDARE00001130217,ENSDARE00000733379,ENSDARE00000733373,ENSDARE00000140093,ENSDARE00000426607,ENSDARE00000911915,ENSDARE00000780917,ENSDARE00001122741,ENSDARE00001116179,ENSDARE00001125736,ENSDARE00001127678,ENSDARE00000975920	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	13068196-13068432,13069011-13069136,13070027-13070167,13070284-13070564,13071358-13071502,13072432-13072586,13072700-13072835,13074286-13074387,13074464-13074601,13074711-13074821,13074918-13074995,13075138-13075293,13075445-13075649,13076060-13076241,13076341-13076584,13076718-13076840,13076974-13077191,13079040-13079132,13079231-13079365,13080396-13080544,13081972-13082031,13084811-13085009,13085107-13085211,13086922-13086954,13087085-13087120,13087349-13087396,13089176-13089267,13089418-13089562,13090882-13091063,13091348-13091447,13091530-13091727,13091823-13091969,13092061-13092164,13093452-13093614,13093851-13093865,13096629-13096760,13096861-13096998,13098489-13098593,13098687-13098895,13099799-13099919,13100019-13100140,13106132-13106264,13106348-13106446,13106556-13106715,13106801-13106877,13108871-13109080,13109154-13109450,13111481-13111593,13113207-13113224,13115540-13115594,13117923-13118119,13119679-13119732,13119815-13119961,13120226-13120373,13120454-13120579
21	13119710	13120265	1	EF_hand_dom	41.1	13119710-13119732,13119815-13119961,13120226-13120265	PF13499	http://pfam.xfam.org/family/PF13499
21	13106157	13106660	1	Spectrin_repeat	1530.9	13106157-13106264,13106348-13106446,13106556-13106660	PF00435	http://pfam.xfam.org/family/PF00435
21	13072582	13074535	1	Spectrin_repeat	1530.9	13072582-13072586,13072700-13072835,13074286-13074387,13074464-13074535	PF00435	http://pfam.xfam.org/family/PF00435
21	13075207	13076076	1	Spectrin_repeat	1530.9	13075207-13075293,13075445-13075649,13076060-13076076	PF00435	http://pfam.xfam.org/family/PF00435
21	13111535	13118105	1	Spectrin_repeat	1530.9	13111535-13111593,13113207-13113224,13115540-13115594,13117923-13118105	PF00435	http://pfam.xfam.org/family/PF00435
21	13098843	13106150	1	Spectrin_repeat	1530.9	13098843-13098895,13099799-13099919,13100019-13100140,13106132-13106150	PF00435	http://pfam.xfam.org/family/PF00435
21	13068328	13070101	1	Spectrin_repeat	1530.9	13068328-13068432,13069011-13069136,13070027-13070101	PF00435	http://pfam.xfam.org/family/PF00435
21	13091032	13091709	1	Spectrin_repeat	1530.9	13091032-13091063,13091348-13091447,13091530-13091709	PF00435	http://pfam.xfam.org/family/PF00435
21	13076500	13077077	1	Spectrin_repeat	1530.9	13076500-13076584,13076718-13076840,13076974-13077077	PF00435	http://pfam.xfam.org/family/PF00435
21	13084881	13086933	1	Spectrin_repeat	1530.9	13084881-13085009,13085107-13085211,13086922-13086933	PF00435	http://pfam.xfam.org/family/PF00435
21	13093510	13096938	1	Spectrin_repeat	1530.9	13093510-13093614,13093851-13093865,13096629-13096760,13096861-13096938	PF00435	http://pfam.xfam.org/family/PF00435
21	13089245	13091025	1	Spectrin_repeat	1530.9	13089245-13089267,13089418-13089562,13090882-13091025	PF00435	http://pfam.xfam.org/family/PF00435
21	13106670	13109059	1	Spectrin_repeat	1530.9	13106670-13106715,13106801-13106877,13108871-13109059	PF00435	http://pfam.xfam.org/family/PF00435
21	13074542	13075200	1	Spectrin_repeat	1530.9	13074542-13074601,13074711-13074821,13074918-13074995,13075138-13075200	PF00435	http://pfam.xfam.org/family/PF00435
21	13109163	13111501	1	Spectrin_repeat	1530.9	13109163-13109450,13111481-13111501	PF00435	http://pfam.xfam.org/family/PF00435
21	13070111	13070532	1	Spectrin_repeat	1530.9	13070111-13070167,13070284-13070532	PF00435	http://pfam.xfam.org/family/PF00435
21	13076083	13076490	1	Spectrin_repeat	1530.9	13076083-13076241,13076341-13076490	PF00435	http://pfam.xfam.org/family/PF00435
21	13096945	13098839	1	Spectrin_repeat	1530.9	13096945-13096998,13098489-13098593,13098687-13098839	PF00435	http://pfam.xfam.org/family/PF00435
21	13077084	13079266	1	Spectrin_repeat	1530.9	13077084-13077191,13079040-13079132,13079231-13079266	PF00435	http://pfam.xfam.org/family/PF00435
21	13091719	13093503	1	Spectrin_repeat	1530.9	13091719-13091727,13091823-13091969,13092061-13092164,13093452-13093503	PF00435	http://pfam.xfam.org/family/PF00435
21	13070545	13072575	1	Spectrin_repeat	1530.9	13070545-13070564,13071358-13071502,13072432-13072575	PF00435	http://pfam.xfam.org/family/PF00435
21	13079279	13080443	1	SH3_domain	55	13079279-13079365,13080396-13080443	PF00018	http://pfam.xfam.org/family/PF00018
21	13120284	13120570	1	EF-hand_Ca_insen	93.2	13120284-13120373,13120454-13120570	PF08726	http://pfam.xfam.org/family/PF08726
