#>P	ENSDARG00000002295	ENSDART00000167258	ENSDARP00000139207	8	14816411	14845984	1	si:dkey-21p1.3 [Source:ZFIN;Acc:ZDB-GENE-081105-162]
#>E	ENSDARE00001163688,ENSDARE00001155610,ENSDARE00001149276,ENSDARE00000999893,ENSDARE00001217755,ENSDARE00000916747,ENSDARE00000847274,ENSDARE00000867154,ENSDARE00001210459,ENSDARE00001218657,ENSDARE00000916638,ENSDARE00000819457,ENSDARE00000988258,ENSDARE00001046317,ENSDARE00001005053,ENSDARE00000698149,ENSDARE00001187629,ENSDARE00000821423,ENSDARE00000822500,ENSDARE00000815464,ENSDARE00001151612,ENSDARE00001038135,ENSDARE00001019290,ENSDARE00001160657,ENSDARE00001201621,ENSDARE00001045736,ENSDARE00001048609,ENSDARE00001031576,ENSDARE00001018396,ENSDARE00000985113,ENSDARE00001036319,ENSDARE00001182393,ENSDARE00001021371,ENSDARE00000795908,ENSDARE00000854782,ENSDARE00000947833,ENSDARE00000698118,ENSDARE00000797361,ENSDARE00001029819,ENSDARE00001044572,ENSDARE00000809108,ENSDARE00001205208,ENSDARE00000845401,ENSDARE00000844628,ENSDARE00000859593,ENSDARE00000912887,ENSDARE00000826029,ENSDARE00001044473,ENSDARE00000989015,ENSDARE00001172289,ENSDARE00001039034,ENSDARE00001010692,ENSDARE00001032321,ENSDARE00001174967,ENSDARE00001025747,ENSDARE00001152062,ENSDARE00001165002,ENSDARE00000995389,ENSDARE00001021375,ENSDARE00001231046	0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1	14816411-14816464,14816606-14816737,14817344-14817397,14817766-14817819,14820771-14820794,14821513-14821620,14823180-14823233,14824029-14824082,14824167-14824196,14824711-14824720,14826425-14826498,14826580-14826624,14826703-14826756,14826858-14826902,14826995-14827048,14828469-14828505,14828595-14828656,14828797-14828841,14829225-14829278,14829470-14829577,14829650-14829730,14829784-14829837,14829923-14829967,14830070-14830131,14831530-14831584,14831715-14831768,14831843-14831896,14831973-14832026,14832122-14832175,14832372-14832425,14832668-14832712,14832799-14832843,14834142-14834249,14834353-14834406,14834497-14834550,14835814-14835867,14835980-14836087,14837641-14837694,14837799-14837906,14837988-14838041,14838120-14838173,14838300-14838317,14838436-14838489,14839180-14839287,14839392-14839445,14839560-14839613,14839699-14839752,14839992-14840045,14840259-14840312,14840389-14840433,14841216-14841269,14841354-14841407,14841491-14841544,14841629-14841646,14842148-14842210,14842606-14842730,14842831-14842952,14843112-14843218,14845492-14845692,14845838-14845987
8	14842883	14845500	1	Fib_collagen_C	98.9	14842883-14842952,14843112-14843218,14845492-14845500	PF01410	http://pfam.xfam.org/family/PF01410
8	14829261	14829700	1	Collagen	472.9	14829261-14829278,14829470-14829577,14829650-14829700	PF01391	http://pfam.xfam.org/family/PF01391
8	14826442	14826869	1	Collagen	472.9	14826442-14826498,14826580-14826624,14826703-14826756,14826858-14826869	PF01391	http://pfam.xfam.org/family/PF01391
8	14839735	14841221	1	Collagen	472.9	14839735-14839752,14839992-14840045,14840259-14840312,14840389-14840433,14841216-14841221	PF01391	http://pfam.xfam.org/family/PF01391
8	14831879	14832407	1	Collagen	472.9	14831879-14831896,14831973-14832026,14832122-14832175,14832372-14832407	PF01391	http://pfam.xfam.org/family/PF01391
8	14831537	14831975	1	Collagen	472.9	14831537-14831584,14831715-14831768,14831843-14831896,14831973-14831975	PF01391	http://pfam.xfam.org/family/PF01391
8	14820783	14823230	1	Collagen	472.9	14820783-14820794,14821513-14821620,14823180-14823230	PF01391	http://pfam.xfam.org/family/PF01391
8	14829728	14830117	1	Collagen	472.9	14829728-14829730,14829784-14829837,14829923-14829967,14830070-14830117	PF01391	http://pfam.xfam.org/family/PF01391
8	14821594	14824713	1	Collagen	472.9	14821594-14821620,14823180-14823233,14824029-14824082,14824167-14824196,14824711-14824713	PF01391	http://pfam.xfam.org/family/PF01391
8	14816411	14816671	1	Collagen	472.9	14816411-14816464,14816606-14816671	PF01391	http://pfam.xfam.org/family/PF01391
8	14841372	14842611	1	Collagen	472.9	14841372-14841407,14841491-14841544,14841629-14841646,14842148-14842210,14842606-14842611	PF01391	http://pfam.xfam.org/family/PF01391
8	14828621	14829508	1	Collagen	472.9	14828621-14828656,14828797-14828841,14829225-14829278,14829470-14829508	PF01391	http://pfam.xfam.org/family/PF01391
