#>P	ENSG00000196757	ENST00000622593	ENSP00000479449	19	11925211	11950250	1	zinc finger protein 700 [Source:HGNC Symbol;Acc:HGNC:25292]
#>E	ENSE00003618807,ENSE00002203995,ENSE00002820298,ENSE00001812087	0,0,1,0	11925211-11925273,11947172-11947307,11947514-11947574,11948276-11950253
19	11947184	11947515	1	KRAB	76.3	11947184-11947307,11947514-11947515	PF01352	http://pfam.sanger.ac.uk/family?acc=PF01352
19	11949108	11949176	1	Znf_C2H2	138.2	11949108-11949176	PF13912	http://pfam.sanger.ac.uk/family?acc=PF13912
19	11949798	11949866	1	Znf_C2H2	138.2	11949798-11949866	PF13912	http://pfam.sanger.ac.uk/family?acc=PF13912
19	11949276	11949311	1	Znf_C2H2	138.2	11949276-11949311	PF13912	http://pfam.sanger.ac.uk/family?acc=PF13912
19	11948772	11948807	1	Znf_C2H2	138.2	11948772-11948807	PF13912	http://pfam.sanger.ac.uk/family?acc=PF13912
19	11949444	11949491	1	Znf_C2H2	138.2	11949444-11949491	PF13912	http://pfam.sanger.ac.uk/family?acc=PF13912
19	11950131	11950208	1	Znf_C2H2	138.2	11950131-11950208	PF13912	http://pfam.sanger.ac.uk/family?acc=PF13912
19	11949714	11949782	1	Znf_C2H2	244.7	11949714-11949782	PF00096	http://pfam.sanger.ac.uk/family?acc=PF00096
19	11949360	11949428	1	Znf_C2H2	244.7	11949360-11949428	PF00096	http://pfam.sanger.ac.uk/family?acc=PF00096
19	11948940	11949008	1	Znf_C2H2	244.7	11948940-11949008	PF00096	http://pfam.sanger.ac.uk/family?acc=PF00096
19	11949882	11949950	1	Znf_C2H2	244.7	11949882-11949950	PF00096	http://pfam.sanger.ac.uk/family?acc=PF00096
